Id	Hostname	Label	Pagerank
620	archive.thisisyork.co.uk	nonspam	4.041764250359582e-06
873	bbc.co.uk	nonspam	1.5336522934516826e-05
926	beehive.thisisexeter.co.uk	spam	4.16985802389637e-06
1175	books.kelkoo.co.uk	nonspam	6.950085192408536e-05
1195	bossineyfarm.co.uk	nonspam	4.636854619056181e-06
1242	braveheartguesthouse.co.uk	nonspam	3.0853855571236157e-06
1340	buffy.pyriform.co.uk	nonspam	3.7934817997492997e-06
1488	car-insurance.quotezone.co.uk	nonspam	2.753176720707074e-06
1620	cgi.ebay.co.uk	nonspam	2.4044284323005913e-05
1629	cgi07.oneandone.co.uk	spam	6.061102764961825e-06
1917	connect4fun.co.uk	spam	1.1616756661513631e-05
2031	crave.cnet.co.uk	nonspam	4.917730819568841e-06
2176	danishbritta.co.uk	spam	7.571758362558878e-06
2784	everythingelse.ebay.co.uk	nonspam	1.0031761962603672e-05
3014	forum.digitalspy.co.uk	nonspam	3.4372696077729426e-06
3432	harrypotter.warnerbros.co.uk	nonspam	3.1259701617092346e-05
3454	health.ratzrus.co.uk	nonspam	2.9490898546384758e-06
3663	hosting3.123-reg.co.uk	spam	5.0474173948732956e-06
4076	jobs.thisistotalessex.co.uk	nonspam	4.910055261685367e-06
4520	localrider.co.uk	nonspam	3.0428808942910275e-06
4988	mqdirect.mapquest.co.uk	nonspam	1.9562797972314884e-05
5056	mysite.wanadoo-members.co.uk	nonspam	0.00045848917724008694
5188	newsweaver.co.uk	nonspam	4.041114179689809e-06
5343	ojp.nationalrail.co.uk	nonspam	1.3418882762899606e-05
5492	parking-sensors-direct.co.uk	spam	2.865615902865617e-06
5619	phones4uk.co.uk	spam	4.503764350968189e-06
5627	photos.lois.co.uk	nonspam	4.092187673534425e-06
5743	pottery.ebay.co.uk	nonspam	1.272396200984632e-05
6232	sbengineeringltd.co.uk	nonspam	5.098679968640709e-06
6284	scrapbookingcastle.co.uk	spam	5.028776544975097e-06
6554	smldesign.co.uk	nonspam	2.865832242829267e-06
6588	software-support.gbdirect.co.uk	nonspam	3.390879222164268e-06
7457	users.whsmithnet.co.uk	nonspam	3.2499505787950034e-06
7917	women.aol.co.uk	nonspam	1.1587048362919937e-05
8270	www.192directory.co.uk	spam	6.873304425924825e-06
8379	www.1stchoiceofficefurniture.co.uk	nonspam	7.950340917077007e-06
8511	www.24-7mobileaccessories.co.uk	nonspam	3.249853663853402e-06
8670	www.3443.co.uk	nonspam	8.367950378081708e-06
8919	www.50connect.co.uk	nonspam	7.5090169401109305e-06
9157	www.a1k9.co.uk	nonspam	2.8404512876489943e-06
9228	www.aabc-register.co.uk	nonspam	3.092829277722142e-06
9420	www.abbeyales.co.uk	nonspam	3.6304156267896115e-06
9439	www.abbeydalepark.co.uk	nonspam	2.800102515521239e-06
9511	www.abbotsbrae.co.uk	nonspam	3.0358447599163224e-06
9958	www.abuselaw.co.uk	nonspam	5.5962462023528735e-06
9987	www.academy-events.co.uk	nonspam	8.717583766108754e-06
10056	www.accepted.co.uk	nonspam	1.245112567885441e-05
10119	www.accidentclaimsdirect.co.uk	nonspam	2.9111619148003986e-06
10278	www.acer.co.uk	nonspam	1.5272093370428785e-05
10357	www.aclabs.fsnet.co.uk	nonspam	3.7934817997492997e-06
10485	www.acquisitions.co.uk	nonspam	3.0441294873724287e-06
10509	www.acsedu.co.uk	nonspam	3.749140191759687e-06
10949	www.admain.co.uk	nonspam	6.786183089269864e-06
10973	www.admiraltyguesthouse.co.uk	nonspam	3.951320254641458e-06
10995	www.adoniscabaret.co.uk	nonspam	1.0013171228192273e-05
11049	www.adriennechinn.co.uk	nonspam	8.898055830961204e-06
11268	www.aecsociety.co.uk	nonspam	4.273727800072331e-06
11281	www.aeglive.co.uk	nonspam	1.1420541122055294e-05
11331	www.aeroflot.co.uk	nonspam	2.7766364329989816e-06
11531	www.aganto.co.uk	nonspam	4.7161107328331975e-06
11546	www.age-net.co.uk	nonspam	7.897643307614e-06
11632	www.agricentre.co.uk	nonspam	3.4343177122271736e-06
11640	www.agrisellex.co.uk	nonspam	3.198977032459748e-06
11852	www.aircraftsoftware.co.uk	nonspam	3.6406735750931526e-06
11987	www.airtours.co.uk	nonspam	6.318781406530526e-06
12210	www.alarisavenue.co.uk	nonspam	5.67725009789507e-06
12372	www.aldhammillequestrian.co.uk	nonspam	3.047536405998344e-06
12532	www.algolonline.co.uk	nonspam	1.6674944278784915e-05
12592	www.alive.co.uk	nonspam	5.9860391976310435e-06
12615	www.all-carpet.co.uk	nonspam	9.679653582993795e-06
12780	www.alliance-leicester.co.uk	nonspam	2.7491280318693237e-05
13008	www.alpacacompany.co.uk	nonspam	2.891326343797689e-06
13049	www.alphamountaineering.co.uk	nonspam	6.513154152503317e-06
13273	www.alz.co.uk	nonspam	8.65404218101539e-06
13500	www.americanpool-network.co.uk	nonspam	4.24350029904535e-06
13566	www.amlanesolutions.co.uk	nonspam	8.732232592957527e-06
13612	www.ampersandcards.co.uk	nonspam	8.743277034531958e-06
13617	www.amphenol.co.uk	nonspam	1.2209795832507644e-05
13744	www.anaudio.co.uk	nonspam	6.272638605051865e-06
13802	www.ancientcivilizations.co.uk	nonspam	2.9682129295326478e-06
14093	www.angelsordevils.co.uk	nonspam	2.9987244459548232e-06
14113	www.anglerscircle.co.uk	nonspam	2.8812088577983394e-06
14179	www.anglingintayside.co.uk	nonspam	3.618506937825045e-06
14250	www.animalplanet.co.uk	nonspam	7.954495293432882e-06
14255	www.animalsculpture.co.uk	nonspam	2.9946895836895385e-06
14291	www.ankerandpartners.co.uk	nonspam	2.7970557805085797e-06
14406	www.anorak.co.uk	nonspam	3.3162030898841146e-06
14710	www.apeks.co.uk	nonspam	1.0355213096571684e-05
14839	www.apperleydesign.co.uk	nonspam	1.3450216801163624e-05
15117	www.arabtrans.co.uk	spam	3.776967705643256e-06
15121	www.aramis-escorts.co.uk	spam	3.7445052448870462e-06
15244	www.archibaldphotography.co.uk	nonspam	5.0930422863339864e-06
15423	www.areyou-experienced.co.uk	nonspam	4.3710007000327325e-06
15498	www.arion.co.uk	nonspam	3.0935214233286153e-06
15677	www.around.co.uk	nonspam	5.208943687031143e-06
15715	www.arriva.co.uk	nonspam	7.117823402608162e-05
15921	www.artinthepark.co.uk	nonspam	3.0407236654069016e-06
15971	www.artography.co.uk	nonspam	4.845682884952617e-06
15975	www.artonwheels.co.uk	nonspam	5.620042918293577e-06
15984	www.artresources.co.uk	nonspam	6.72856614949052e-06
16004	www.arts4cardiff.co.uk	spam	3.129442594840888e-06
16329	www.ashleyescort.co.uk	nonspam	3.5052229627314265e-06
16514	www.aspectdisplays.co.uk	nonspam	3.825402478092217e-06
16688	www.astonsciencepark.co.uk	nonspam	4.8675855143702825e-06
16699	www.astortheatre.co.uk	nonspam	3.383305446696334e-06
16824	www.ateonline.co.uk	nonspam	5.503599377769695e-06
16955	www.atouchofclassescorts.co.uk	nonspam	3.369743798651111e-06
16957	www.atouchofmagic.co.uk	nonspam	3.267217666786886e-06
17192	www.austinbanks.co.uk	nonspam	4.601078951495576e-06
17240	www.auto-europe.co.uk	nonspam	6.159226214945014e-06
17246	www.auto-paint.co.uk	nonspam	4.270377831668072e-06
17465	www.avena.co.uk	nonspam	2.9224947202657073e-06
17785	www.ayr-web.co.uk	nonspam	3.0754605037351026e-06
17831	www.aztecvehiclesolutions.co.uk	nonspam	2.9161249171668557e-06
17893	www.baa.co.uk	nonspam	0.00014706267843633643
17948	www.baby-toys.co.uk	nonspam	4.519673634003635e-06
17980	www.babylicious.co.uk	nonspam	5.850674388170014e-06
18082	www.bad-credit-loan.benidorm.co.uk	spam	2.771827539330903e-06
18170	www.baga.co.uk	nonspam	1.0185185049024181e-05
18258	www.bakers.co.uk	nonspam	4.528214603278845e-06
18516	www.bandce.co.uk	nonspam	8.749149445051229e-06
18543	www.bang-on.co.uk	nonspam	1.5740502410848024e-05
18577	www.bankofscotlandprivateclients.co.uk	nonspam	3.160267085538627e-06
18913	www.barnsleychamber.co.uk	nonspam	9.526495563005077e-06
19045	www.barrywales.co.uk	nonspam	3.2350676528481135e-06
19556	www.bbpcs.co.uk	nonspam	2.8446036786518133e-06
19577	www.bbwear.co.uk	nonspam	4.5783446013541345e-06
19614	www.bcentral.co.uk	nonspam	1.7986610142968935e-05
19670	www.bcsa.co.uk	nonspam	6.512347807167015e-06
19768	www.beachbeatsurfboards.co.uk	nonspam	3.171153236431973e-06
19812	www.beaconhill.co.uk	nonspam	7.212025332172111e-06
20115	www.bedesworld.co.uk	nonspam	9.161052888334358e-06
20238	www.beechesnursery.co.uk	nonspam	3.0664660831067893e-06
20251	www.beechwood-hotel.co.uk	nonspam	2.727005405109368e-06
20543	www.belsydehouse.co.uk	nonspam	2.845656521633168e-06
20581	www.benandjoebroughton.co.uk	nonspam	2.9921997511661933e-06
20814	www.bernina.co.uk	nonspam	3.941827798463313e-06
20833	www.berrynarborpark.co.uk	nonspam	5.614648448567309e-06
20834	www.berryscoaches.co.uk	nonspam	4.978580168275121e-06
20930	www.bestfootfwd.co.uk	nonspam	4.565162636967504e-06
20937	www.bestintent.co.uk	nonspam	4.106813851810058e-06
20952	www.bestoptics.co.uk	spam	3.1624884887595962e-06
21049	www.beulnamara.co.uk	nonspam	4.641594770061344e-06
21478	www.bigleader.co.uk	nonspam	3.236858848446046e-06
21550	www.bikefix.co.uk	nonspam	2.8950136575277207e-06
21554	www.bikehq.co.uk	nonspam	4.040755415041899e-06
21556	www.bikeline.co.uk	nonspam	5.102844043406669e-06
21625	www.biketrail.co.uk	nonspam	2.7396169810860938e-06
21762	www.bioapproaches.co.uk	nonspam	3.5492312171449916e-06
21850	www.bircham-arts.co.uk	nonspam	3.085680249948445e-05
21894	www.birdfood.co.uk	nonspam	1.2712594024864352e-05
22313	www.blackgates.co.uk	nonspam	5.527132851841824e-06
22316	www.blackheath.co.uk	nonspam	3.5932016657581226e-06
22803	www.bluefolds.co.uk	nonspam	3.3018752623032877e-06
22895	www.blueskyhypnotherapy.co.uk	nonspam	3.403957877731066e-06
22909	www.bluespot.co.uk	nonspam	4.134047616321284e-06
23048	www.bmti.co.uk	nonspam	4.603895454259387e-06
23126	www.boathousecottage.co.uk	nonspam	2.7228250726499435e-06
23136	www.boatmart.co.uk	nonspam	3.0481495843643834e-06
23461	www.boogaloo.co.uk	nonspam	6.1948660259049095e-06
23472	www.book.bradworthy.co.uk	nonspam	1.0575800001227987e-05
23549	www.boostlpg.co.uk	nonspam	8.901643916423054e-06
23713	www.bostonhouse.co.uk	nonspam	8.23322508840301e-06
23738	www.botham.co.uk	nonspam	1.1486597752091717e-05
23852	www.bournevalley-gardencentre.co.uk	nonspam	3.2204556403285107e-06
23872	www.bovishomes.co.uk	nonspam	4.267851215322029e-06
23967	www.boxofjewels.co.uk	nonspam	1.5539325760528593e-05
24007	www.boysbrigadeforums.co.uk	nonspam	6.866039031190779e-06
24189	www.bradwellmill.co.uk	nonspam	4.457882647888396e-06
24247	www.brakeparts.co.uk	nonspam	1.6628211956035508e-05
24309	www.branchfm.co.uk	nonspam	2.797527424996406e-06
24338	www.brandontoolhire.co.uk	nonspam	4.6606941081744984e-06
24356	www.branscombehouse.co.uk	nonspam	9.021028550769014e-06
24388	www.brasted.co.uk	nonspam	6.361550987735517e-06
24441	www.bre.co.uk	nonspam	0.0001296113577857972
24442	www.breacais.demon.co.uk	nonspam	5.078179476512883e-06
24485	www.brecertification.co.uk	nonspam	2.6647887087830175e-05
24545	www.brendonvalley.co.uk	nonspam	5.18439083039236e-06
24750	www.bridge-travel.co.uk	spam	3.7890191670350606e-06
24775	www.bridgeman.co.uk	nonspam	1.2939300355239392e-05
24855	www.brigantia.co.uk	nonspam	3.679664976011816e-06
24869	www.brighousebay-golfclub.co.uk	nonspam	3.5112021068864803e-06
24926	www.brightoncentre.co.uk	nonspam	9.828002802950578e-06
24996	www.brilliantgirls.co.uk	nonspam	4.296993759585519e-06
25024	www.brintons.co.uk	nonspam	3.0537704579219515e-06
25135	www.bristolrowing.co.uk	nonspam	3.957937688185771e-06
25168	www.brita.co.uk	nonspam	2.780115237240276e-06
25279	www.britishdoulas.co.uk	nonspam	3.6032553572047215e-06
25397	www.brittanyguesthouse.co.uk	nonspam	6.84345312253256e-06
25421	www.brixtoncycles.co.uk	nonspam	3.870406023202992e-06
25679	www.brookmyre.co.uk	nonspam	3.0240918312312714e-06
26028	www.btc-nw.co.uk	nonspam	3.89267916366727e-06
26069	www.bttg.co.uk	nonspam	6.27918744582774e-06
26161	www.bucksfizzearlyyears.co.uk	nonspam	4.777102868626313e-06
26163	www.bucksfootball.co.uk	nonspam	2.949842723599941e-06
26224	www.bufca.co.uk	nonspam	4.328141137839658e-06
26337	www.bullen.demon.co.uk	nonspam	3.151732557717738e-06
26389	www.bunkhouse-brecon-beacons-wales.co.uk	nonspam	4.762988762057098e-06
26512	www.burnhow.co.uk	nonspam	3.5053974923287607e-06
26719	www.businessinfocus.co.uk	nonspam	4.860626621273166e-06
26749	www.businesswebsitetemplates.co.uk	nonspam	8.752155293258865e-06
26836	www.buxtonfestival.co.uk	nonspam	7.834774166980798e-06
26905	www.buzzrail.co.uk	nonspam	5.787001951019148e-06
27375	www.caldbeckvillage.co.uk	nonspam	3.409208812438733e-06
27472	www.callingtouches.co.uk	nonspam	2.8258657206441792e-06
27684	www.cambs-police.co.uk	nonspam	6.219913567984016e-06
27956	www.candles-by-lisa.co.uk	nonspam	3.305326368011342e-06
27990	www.canford.co.uk	nonspam	1.1086416210120397e-05
28033	www.cannoncroft.fsbusiness.co.uk	nonspam	3.209967169313799e-06
28046	www.cannybevvy.co.uk	nonspam	5.034148525822666e-06
28073	www.cantatemusic.co.uk	nonspam	3.48043226854367e-06
28275	www.car-insurance-first.co.uk	spam	3.0882900714117027e-06
28320	www.caravancampingsites.co.uk	nonspam	7.488760252265694e-06
28414	www.cardmine.co.uk	nonspam	4.581243730055271e-06
28441	www.care-tec.co.uk	spam	2.729385960854765e-06
28681	www.carnegieclub.co.uk	nonspam	4.990059859719283e-06
28733	www.carolinezcraftz.co.uk	nonspam	3.417601595583803e-06
28836	www.carrosserie.co.uk	nonspam	3.1368178981563374e-06
28862	www.carsforstars-portsmouth.co.uk	nonspam	3.3943821441216607e-06
28903	www.cartersvineyards.co.uk	nonspam	2.9493788013385995e-06
29013	www.cashforcans.co.uk	nonspam	3.3912114741865723e-06
29054	www.cassoa.co.uk	nonspam	6.21772816735093e-06
29132	www.castlefordchurches.co.uk	nonspam	2.8749258464041433e-06
29136	www.castlegallery.co.uk	nonspam	3.3805416572424707e-06
29180	www.castles-abbeys.co.uk	nonspam	8.186150183315827e-06
29388	www.catsnkittens.co.uk	nonspam	3.785273318823716e-06
29522	www.cbonline.co.uk	nonspam	2.2831125634843314e-05
29697	www.cd-ironworkers.co.uk	nonspam	2.8189380434194095e-06
29756	www.cds.co.uk	nonspam	4.187082069196733e-06
29766	www.cdtimes.co.uk	nonspam	3.3944988430154876e-06
29812	www.ceebd.co.uk	nonspam	3.30714797388996e-06
29903	www.celtic-knitwear.co.uk	nonspam	2.874850373672869e-06
29983	www.centerprise.co.uk	nonspam	1.3716327720765952e-05
30222	www.cfes.co.uk	spam	2.7101087747679255e-06
30242	www.cfps.co.uk	nonspam	9.412959329844935e-06
30269	www.cgce.co.uk	nonspam	3.2494341335210767e-06
30681	www.charlotte-escort.co.uk	nonspam	2.8885636987477903e-06
30746	www.chaseavdirect.co.uk	nonspam	2.703183491550941e-06
30778	www.chatham-marine.co.uk	nonspam	4.56954622627122e-06
30814	www.chbookshop.co.uk	nonspam	1.0279203362732672e-05
30913	www.cheeky-cherub.co.uk	nonspam	3.2203421136089922e-06
30976	www.chelsea-pensioners.co.uk	nonspam	5.129940901601168e-06
30988	www.chelseaphysicgarden.co.uk	nonspam	1.2120772494470299e-05
31704	www.choicedentalimplants.co.uk	nonspam	3.3015144672311127e-06
31738	www.chordelectronics.co.uk	nonspam	3.3015798994931543e-06
31781	www.chrisachilleos.co.uk	nonspam	1.7058919670131958e-05
31900	www.christianitymagazine.co.uk	nonspam	3.858735555214544e-06
32037	www.church.co.uk	nonspam	4.108265138867708e-06
32063	www.churchfootball.co.uk	nonspam	6.443898767100464e-06
32212	www.cimtech.co.uk	nonspam	1.4550742201208576e-05
32238	www.cineworld.co.uk	nonspam	4.051775960842827e-05
32452	www.citylegal.co.uk	nonspam	9.095593988752526e-06
32480	www.citypublife.co.uk	nonspam	6.393561894753065e-06
32541	www.cjcaravans.co.uk	nonspam	5.179826749354338e-06
32656	www.clanvillemanor.co.uk	nonspam	3.4165910610838572e-06
32841	www.classiccarshow.co.uk	nonspam	4.9876374131930545e-06
32862	www.classicjaguarhire.co.uk	spam	4.803354887736899e-06
33050	www.cleese-farm.co.uk	nonspam	2.871983901901857e-06
33072	www.clementwg.co.uk	nonspam	2.7494086551214646e-06
33241	www.clinical-depression.co.uk	nonspam	1.0981174051696103e-05
33296	www.clivewakfer-cartoonist-illustrator.co.uk	nonspam	4.06769942941854e-06
33346	www.closetreasury.co.uk	nonspam	2.8639356336959034e-06
33488	www.clwyd-theatr-cymru.co.uk	nonspam	1.0324458649173335e-05
33504	www.clydemuirshiel.co.uk	nonspam	3.888848031074166e-06
33765	www.cobbecollection.co.uk	nonspam	4.562338696060417e-06
34062	www.colfinsmokehouse.co.uk	nonspam	5.4790185420384e-06
34073	www.colinblunstone.co.uk	nonspam	3.970518788701397e-06
34141	www.collidgeandpartners.co.uk	nonspam	3.447697017695417e-06
34187	www.colombart.co.uk	nonspam	2.9449360727940243e-06
34212	www.colourfulmusic.co.uk	nonspam	5.257266940520398e-06
34254	www.columbiapics.co.uk	nonspam	2.7740929861131573e-06
34345	www.comlinkentertainments.co.uk	nonspam	4.992765857008412e-06
34498	www.compass-fs.co.uk	nonspam	2.7967747127473217e-06
34635	www.computerarts.co.uk	spam	1.318749205016112e-05
34777	www.conferencenorfolk.co.uk	nonspam	5.122690252169878e-06
34901	www.conocophillips.co.uk	nonspam	3.968003416170549e-06
34928	www.conservatory-advice.co.uk	nonspam	9.047942713635973e-06
35066	www.contractshop.co.uk	spam	5.350229387148321e-06
35169	www.cool-toys.co.uk	nonspam	3.3694573008382384e-06
35309	www.copycatweb.co.uk	nonspam	5.8236543564764745e-06
35320	www.copyrightservice.co.uk	nonspam	1.0327128422354674e-05
35470	www.cornishorchards.co.uk	nonspam	3.203975296579825e-06
35781	www.cotswoldholidays.co.uk	nonspam	3.5168267681721692e-06
35845	www.cotterillfarm.co.uk	nonspam	2.9744883522327475e-06
35860	www.cottontimes.co.uk	nonspam	3.7962183248193334e-06
35974	www.countrymanmagazine.co.uk	nonspam	4.693225082230594e-06
36012	www.countrywidefarmers.co.uk	nonspam	7.372708999430417e-06
36101	www.courtyardgallery.co.uk	nonspam	4.076711488218788e-06
36235	www.coxsarchitectural.co.uk	nonspam	4.1350802614329235e-06
36373	www.craftathome.co.uk	nonspam	3.4316280058665725e-06
36476	www.cranbrookschool.co.uk	nonspam	4.534204747381035e-06
36597	www.crea.co.uk	nonspam	1.0485580492801607e-05
36746	www.creditcards247.co.uk	spam	3.174216587812836e-06
36760	www.creditsearcher.co.uk	nonspam	5.692813953203717e-06
36996	www.crombie.co.uk	nonspam	6.026672159464835e-06
37082	www.crossrail.co.uk	nonspam	1.3956193426125589e-05
37201	www.croydeunison.co.uk	nonspam	3.730013917287696e-06
37325	www.crystalholidays.co.uk	nonspam	1.3572348622506494e-05
37638	www.cul.co.uk	nonspam	4.2337236297531765e-06
37724	www.cumbrian-cottages.co.uk	nonspam	1.1117699093649195e-05
37815	www.curtisbrown.co.uk	nonspam	4.99974146657823e-06
37850	www.custom-transformers.co.uk	nonspam	2.8008002973975804e-06
37873	www.custompc.co.uk	nonspam	4.589109110048982e-06
38138	www.cyclingengland.co.uk	nonspam	1.3304363948909496e-05
38187	www.cynosure-publications.co.uk	nonspam	6.059600975024255e-06
38233	www.d-on.co.uk	nonspam	2.998222331748613e-06
38500	www.dancebooks.co.uk	nonspam	6.9391246054884885e-06
38571	www.danevalleydollshouses.co.uk	nonspam	5.157505437509037e-06
38662	www.daretoblossom.co.uk	nonspam	4.080056062986253e-06
38733	www.dartford-firemen.fsnet.co.uk	nonspam	4.235146448215346e-06
38853	www.datadrum.co.uk	nonspam	3.1612668059486895e-06
38891	www.datasouth.co.uk	nonspam	5.9905425865751846e-05
38930	www.davaardufftown.co.uk	nonspam	2.866457036527456e-06
38998	www.david-archer-maps.co.uk	nonspam	5.244916661638098e-06
39024	www.davida.co.uk	nonspam	3.322778522792111e-06
39087	www.davidgwilymanthony.co.uk	nonspam	3.763908153558396e-06
39124	www.davidmclean.co.uk	nonspam	4.3759714721652925e-06
39153	www.davidsemporium.co.uk	nonspam	3.7768248488537494e-06
39425	www.dcservices.co.uk	nonspam	4.277756836844647e-06
39468	www.deadbrain.co.uk	nonspam	6.1958302961939416e-06
39490	www.deafconnections.co.uk	nonspam	4.8698148626439605e-06
39558	www.debbiewinters.co.uk	nonspam	3.1551897741935685e-06
39611	www.decanimusic.co.uk	nonspam	3.411710667456718e-06
39683	www.deeestuary.co.uk	nonspam	5.081627316992705e-06
39684	www.deejay-business-relocations.co.uk	nonspam	2.795360128218365e-06
39703	www.deepdalehall.co.uk	nonspam	3.1119769323721276e-06
39727	www.deeprose.co.uk	nonspam	2.8169894698680797e-06
39798	www.delacyexecutive.co.uk	nonspam	3.397727649091002e-06
39963	www.denhambroadband.co.uk	nonspam	3.7001716927337473e-06
40089	www.derbyshire-fire-service.co.uk	nonspam	3.960638713063529e-06
40094	www.derbyshire-peakdistrict.co.uk	nonspam	9.128637396939338e-06
40378	www.develop-solutions.co.uk	nonspam	3.2954993148701306e-06
40432	www.devon-cornwall-property-developers.co.uk	nonspam	5.136221866155959e-06
40639	www.dhunns.freeserve.co.uk	nonspam	2.884051935664304e-06
40763	www.didadesign.co.uk	nonspam	3.622895398617788e-06
40876	www.digitalphotoevents.co.uk	nonspam	2.8240023416440105e-06
41046	www.directmail.findlay.co.uk	nonspam	3.473441698943316e-06
41085	www.dirty-little-secrets.co.uk	spam	3.409449368890053e-06
41261	www.disstoday.co.uk	nonspam	8.462017587022875e-06
41321	www.diveshows.co.uk	nonspam	5.287710431892021e-06
41899	www.dooyoo.co.uk	spam	6.197113487176713e-06
42183	www.downloadcontrol.co.uk	nonspam	6.053485237084081e-06
42214	www.dp-smart.co.uk	nonspam	3.128124840664612e-06
42422	www.dreamseekers.co.uk	nonspam	2.736929098262838e-06
42549	www.drobe.co.uk	nonspam	7.337719258393288e-06
42645	www.dryburgh.co.uk	nonspam	5.2804561104473765e-06
42867	www.dumaurierfestival.co.uk	nonspam	6.352711974349738e-06
42938	www.dunfermline-half.co.uk	nonspam	3.2915552458182704e-06
42963	www.dunloptyres.co.uk	nonspam	2.4735267646888975e-05
43096	www.dvdbulletin.co.uk	spam	3.1564467920249823e-06
43112	www.dvipartnership.co.uk	nonspam	5.754343625674196e-06
43246	www.e-asybudget.co.uk	nonspam	6.017572495432764e-06
43263	www.e-crm.co.uk	spam	4.971065545763193e-06
